Wall time,Step,Value
1647068747.2207665,0,0.0010295415995642543
1647069362.8169138,1,0.0005003557889722288
1647069978.9661033,2,0.00045849988237023354
1647070596.802643,3,0.0004067205300088972
1647071212.594473,4,0.00038723688339814544
1647071829.9797564,5,0.00035589581239037216
1647072446.3978708,6,0.0003421522560529411
1647073064.1155295,7,0.0003336395020596683
1647073679.5405548,8,0.0003202810767106712
1647074295.6298199,9,0.0003122987400274724
1647074912.775531,10,0.00030072254594415426
1647075530.736902,11,0.00028923197533003986
1647076147.8741457,12,0.000288757320959121
1647076766.2137234,13,0.0002739508345257491
1647077381.2497058,14,0.0002678745659068227
1647077997.5408525,15,0.00026241049636155367
1647078614.3711796,16,0.0002596228150650859
1647079229.738616,17,0.0002519545378163457
1647079845.171892,18,0.00024861859856173396
1647080463.1232264,19,0.00024318447685800493
1647081077.2228196,20,0.00023989345936570317
1647081692.7915773,21,0.00023798193433322012
1647082306.9619825,22,0.00023862870875746012
1647082922.2588723,23,0.00022939387417864054
1647083538.191096,24,0.00022957951296120882
1647084153.860869,25,0.00022328176419250667
1647084767.9916813,26,0.00022423779591917992
1647085382.6517007,27,0.00021732218738179654
1647085998.5822773,28,0.00021794380154460669
1647086619.4634771,29,0.0002142884477507323
1647087235.4318066,30,0.00021340079547371715
1647087852.827405,31,0.0002114401140715927
1647088467.9443765,32,0.00020823754312004894
1647089083.0281684,33,0.0002102366997860372
1647089697.741687,34,0.0002081099955830723
1647090313.6211398,35,0.00020734201825689524
1647090928.7439368,36,0.00019751596846617758
1647091544.9369457,37,0.00019496078311931342
1647092161.2573752,38,0.00020169626805000007
1647092775.761133,39,0.00019570914446376264
1647093391.4871516,40,0.00019716870156116784
1647094006.9765,41,0.0001942912203958258
1647094622.4744112,42,0.0001917750487336889
1647095238.754115,43,0.00019068439723923802
1647095853.8639972,44,0.00019008976232726127
1647096470.5718691,45,0.00018490814545657486
1647097083.905351,46,0.00018980908498633653
1647097702.8195693,47,0.00018595527217257768
1647098319.7749996,48,0.00018480639846529812
1647098936.7491887,49,0.00018232048023492098
1647099553.8942428,50,0.00018183943757321686
1647100170.536501,51,0.00018210781854577363
1647100786.3854117,52,0.0001787106302799657
1647101400.8744376,53,0.00017683963233139366
1647102015.8580513,54,0.00017900599050335586
1647102629.1078908,55,0.0001798307930584997
1647103243.0003645,56,0.00017413181194569916
1647103857.7387915,57,0.00017472391482442617
1647104472.7137396,58,0.00017652977840043604
1647105086.1869936,59,0.00017301179468631744
1647105701.9898095,60,0.00017300598847214133
1647106316.852364,61,0.00017070698959287256
1647106931.612243,62,0.00017394509632140398
1647107545.674553,63,0.0001690106000751257
1647108160.3242276,64,0.00016883279022295028
1647108774.991357,65,0.00016808518557809293
1647109389.0241427,66,0.0001709390344331041
1647110004.612527,67,0.00016505607345607132
1647110620.1219444,68,0.00017154798842966557
1647111236.2020967,69,0.00016347541532013565
