Wall time,Step,Value
1647068747.2210324,0,0.10013344138860703
1647069362.817146,1,0.07416263222694397
1647069978.9663432,2,0.07054094225168228
1647070596.8032188,3,0.06642524152994156
1647071212.59468,4,0.06451045721769333
1647071829.9800131,5,0.061704352498054504
1647072446.3982728,6,0.060306064784526825
1647073064.1157281,7,0.059445206075906754
1647073679.5407548,8,0.058134496212005615
1647074295.630038,9,0.05735073983669281
1647074912.7757301,10,0.05611118674278259
1647075530.737118,11,0.05497998371720314
1647076147.8743982,12,0.05501659959554672
1647076766.214893,13,0.053384050726890564
1647077381.250438,14,0.052845120429992676
1647077997.5410776,15,0.05224763602018356
1647078614.3713837,16,0.051811132580041885
1647079229.7388272,17,0.05114583298563957
1647079845.1721027,18,0.05072695389389992
1647080463.1234827,19,0.0502169206738472
1647081077.223361,20,0.049869049340486526
1647081692.791774,21,0.04973505064845085
1647082306.9621763,22,0.04971776157617569
1647082922.2590716,23,0.04852384701371193
1647083538.1913292,24,0.04874070733785629
1647084153.8610802,25,0.04813605919480324
1647084767.9919689,26,0.04815022274851799
1647085382.652149,27,0.047347016632556915
1647085998.5824697,28,0.047357264906167984
1647086619.4636712,29,0.047091711312532425
1647087235.4320147,30,0.04685701057314873
1647087852.8276777,31,0.0467710867524147
1647088467.9445817,32,0.04631539434194565
1647089083.028871,33,0.04661666974425316
1647089697.7420933,34,0.04630274325609207
1647090313.6213412,35,0.04625226557254791
1647090928.7441428,36,0.04511265084147453
1647091544.9371433,37,0.044868018478155136
1647092161.2575724,38,0.04556557163596153
1647092775.7613525,39,0.044868726283311844
1647093391.4873877,40,0.04496324062347412
1647094006.9771442,41,0.04468169063329697
1647094622.4746144,42,0.04417862370610237
1647095238.7543123,43,0.044173240661621094
1647095853.8649476,44,0.04403248429298401
1647096470.5720837,45,0.04359828308224678
1647097083.9055886,46,0.04397115111351013
1647097702.8201432,47,0.043679799884557724
1647098319.7753894,48,0.04350397363305092
1647098936.7494328,49,0.043251946568489075
1647099553.89479,50,0.0432535819709301
1647100170.5366952,51,0.04312913119792938
1647100786.3856075,52,0.042825620621442795
1647101400.8749182,53,0.04241916537284851
1647102015.8582938,54,0.04272567853331566
1647102629.1086602,55,0.042731888592243195
1647103243.0005853,56,0.04217768833041191
1647103857.7393303,57,0.04234979301691055
1647104472.714003,58,0.04238832741975784
1647105086.1874452,59,0.04194611310958862
1647105701.9900653,60,0.041982442140579224
1647106316.8526163,61,0.0416141077876091
1647106931.6134472,62,0.0421077162027359
1647107545.6753476,63,0.041343484073877335
1647108160.3245635,64,0.04139496758580208
1647108774.9915714,65,0.04140549525618553
1647109389.0243819,66,0.041570525616407394
1647110004.612743,67,0.04094335064291954
1647110620.122186,68,0.04174463450908661
1647111236.202616,69,0.040741726756095886
