Filename,PM7 HOMO(eV),PM7 LUMO(eV)
a6912,-9.164,-2.269
a6913,-9.063,-2.085
a6915,-9.174,-2.001
a6917,-8.903,-2
a6918,-8.687,-1.568
a6919,-8.762,-1.615
a692,-8.463,-2.097
a6921,-8.643,-1.595
a6922,-8.784,-1.636
a6924,-8.986,-1.991
a6926,-8.952,-1.901
a6928,-8.9,-1.732
a6929,-8.988,-1.839
a693,-8.566,-1.977
a6930,-9.029,-1.999
a6931,-8.622,-1.889
a6933,-8.995,-1.873
a6934,-8.951,-1.739
a6937,-9.005,-1.941
a6938,-9.144,-2.092
a6939,-9.135,-2.015
a6940,-9.049,-1.932
a6941,-9.021,-1.922
a6942,-8.816,-1.652
a6943,-8.927,-1.727
a6944,-8.842,-1.67
a6945,-8.898,-1.803
a6946,-8.917,-1.73
a6948,-9.134,-2.057
a6949,-8.969,-2.007
a695,-8.538,-2.091
a6950,-9.018,-2.033
a6951,-8.794,-1.644
a6953,-9.164,-1.913
a6954,-9.159,-2.061
a6955,-8.94,-1.952
a6956,-9.096,-2.079
a6957,-8.979,-1.688
a6958,-9.081,-1.82
a6960,-9.276,-2.21
a6961,-9.179,-2.019
a6962,-9.239,-2.194
a6963,-9.008,-1.834
a6964,-9.151,-1.974
a6965,-9.108,-1.959
a6966,-8.794,-1.864
a6967,-8.823,-1.91
a6968,-8.823,-1.847
a6969,-8.637,-1.897
a697,-8.384,-2.233
a6970,-8.68,-1.921
a6971,-8.821,-1.97
a6972,-8.955,-2.269
a6973,-8.904,-2.147
a6975,-9.104,-2.053
a6976,-8.855,-2.023
a6977,-8.985,-1.788
a6978,-8.966,-2.266
a6979,-8.831,-2.103
a6981,-9.053,-2.083
a6982,-8.921,-2.034
a6983,-9.136,-1.878
a6984,-9.073,-2.417
a6985,-8.929,-2.243
a6986,-9.058,-2.343
a6987,-9.214,-2.19
a6988,-9.111,-2.131
a6989,-9.118,-1.874
a699,-8.782,-2.13
a6990,-8.663,-1.54
a6991,-8.734,-1.585
a6992,-8.609,-1.657
a6993,-8.645,-1.568
a6998,-8.921,-1.842
a6999,-8.974,-1.909
a7,-8.607,-1.735
a70,-8.09,-1.767
a7000,-8.982,-1.723
a7001,-8.862,-1.729
a7002,-9.006,-1.969
a7003,-8.628,-1.888
a7004,-8.911,-2.001
a7005,-9.014,-1.908
a7006,-8.873,-1.698
a7007,-8.842,-1.705
a7008,-9.097,-2.109
a7009,-8.998,-1.911
a701,-8.74,-2.191
a7010,-9.109,-2.064
a7011,-9.126,-2.061
a7012,-9.017,-1.941
a7014,-8.888,-1.733
a7017,-8.853,-1.744
a7019,-8.753,-1.876
a702,-9.217,-1.977
a7020,-8.981,-2.173
a7021,-9.039,-2.046
a7022,-9.059,-1.982
a7023,-8.966,-1.915
a7024,-9.101,-1.982
a7025,-8.982,-1.719
a7026,-9.175,-2.105
a7027,-8.93,-1.994
a7028,-9.002,-2.114
a7029,-9.019,-1.912
a703,-9.205,-1.972
a7030,-9.104,-1.983
a7031,-8.964,-1.735
a7032,-9.08,-2.323
a7033,-8.971,-2.141
a7034,-9.071,-2.257
a7035,-9.177,-1.998
a7036,-9.241,-2.068
a7037,-8.961,-1.915
a7038,-8.922,-1.78
a704,-9.03,-1.876
a7040,-8.874,-1.854
a7041,-9.017,-1.819
a7043,-9.003,-2.156
a7044,-9.124,-2.09
a7046,-9.308,-2.194
a7047,-8.948,-2.102
a7048,-9.192,-2.219
a7049,-9.236,-1.996
a705,-9.041,-1.905
a7050,-9.411,-2.342
a7051,-9.389,-2.175
a7052,-9.304,-2.35
a7054,-8.869,-1.739
a7055,-8.947,-1.782
a7056,-8.825,-1.82
a7057,-8.919,-1.758
a7058,-9.163,-2.142
a7059,-8.997,-2.105
a706,-9.122,-1.947
a7062,-9.259,-2.15
a7063,-8.935,-2.048
a7064,-9.23,-2.169
a7065,-9.151,-1.971
a7066,-9.39,-2.299
a7067,-9.394,-2.125
a7068,-9.329,-2.297
a7069,-9.301,-2.098
a7071,-8.679,-1.744
a7072,-8.622,-1.782
a7074,-8.795,-2.11
a7076,-8.734,-2.009
a7077,-8.784,-1.889
a7079,-8.635,-2.024
a708,-9.211,-1.981
a7080,-8.737,-2.14
a7081,-8.86,-1.887
a7082,-8.872,-2.258
a7083,-8.68,-2.177
a7084,-8.826,-2.237
a7085,-9.063,-1.994
a7086,-8.619,-1.796
a7087,-8.636,-1.841
a7088,-8.728,-1.835
a7089,-8.519,-1.824
a709,-9.358,-2.179
a7090,-8.741,-2.205
a7092,-8.667,-2.164
a7094,-8.775,-2.208
a7095,-8.788,-2.03
a7096,-8.743,-2.208
a7097,-8.776,-1.994
a7099,-8.775,-2.169
a7100,-8.82,-2.338
a7104,-8.835,-1.703
a7105,-8.757,-1.666
a7106,-8.553,-1.444
a7107,-8.715,-1.759
a7109,-8.82,-1.802
a7110,-8.762,-1.57
a7112,-8.879,-2.069
a7113,-8.886,-1.954
a7114,-8.653,-1.605
a7116,-8.762,-1.53
a7118,-8.854,-2.018
a7119,-8.842,-1.965
a712,-9.327,-2.075
a7121,-9.024,-1.981
a7122,-9.028,-1.801
a7123,-9.073,-1.999
a7124,-8.959,-2.167
a7125,-8.882,-2.034
a7126,-8.97,-1.778
a7127,-8.806,-1.86
a7129,-8.823,-1.745
a713,-9.187,-1.924
a7130,-8.777,-1.694
a7131,-8.836,-1.739
a7132,-9.032,-1.819
a7133,-9.054,-1.989
a7136,-9.103,-2.107
a7137,-9.106,-1.989
a7138,-9.005,-1.851
a7139,-9.075,-1.981
a714,-9.405,-2.23
a7141,-9.088,-2.102
a7142,-9.172,-2.106
a7143,-9.022,-1.956
a7145,-9.24,-2.103
a7147,-9.187,-2.241
a7148,-9.243,-2.258
a715,-9.46,-2.3
a7152,-8.758,-1.652
a7153,-8.854,-1.731
a7154,-8.693,-1.62
a7155,-8.781,-1.675
a7156,-9.042,-1.887
a7157,-9.034,-1.857
a7158,-8.96,-1.811
a7159,-8.891,-1.92
a716,-9.342,-2.055
a7160,-9,-2.033
a7161,-8.995,-1.906
a7164,-8.985,-1.826
a7165,-9.073,-1.943
a7166,-9.013,-2.026
a7167,-8.959,-1.872
a7168,-8.91,-1.724
a7170,-9.115,-1.935
a7171,-9.193,-2.059
a7172,-9.118,-2.173
a7173,-9.047,-2
a7175,-8.498,-1.676
a7176,-8.502,-1.712
a7177,-8.497,-1.649
a7181,-8.733,-1.799
a7182,-8.736,-1.746
a7183,-8.389,-1.999
a7185,-8.594,-1.904
a7186,-8.64,-1.754
a7187,-8.757,-1.816
a7188,-8.745,-1.698
a7189,-8.575,-2.03
a719,-9.592,-2.362
a7190,-8.653,-2.041
a7191,-8.527,-1.86
a7192,-8.872,-1.83
a7193,-8.859,-1.921
a7194,-8.888,-1.813
a7195,-8.674,-2.155
a7196,-8.736,-2.189
a7198,-8.617,-1.751
a7199,-8.522,-1.701
a72,-8.274,-1.84
a720,-9.652,-2.454
a7201,-8.531,-1.639
a7202,-8.562,-1.658
a7203,-8.583,-1.702
a7204,-8.825,-1.881
a7205,-8.853,-1.879
a7206,-8.792,-1.907
a7207,-8.523,-1.905
a7208,-8.724,-2.074
a7213,-8.562,-2.023
a7214,-8.728,-2.078
a7215,-8.674,-1.887
a7216,-8.886,-1.83
a7217,-9.031,-1.983
a7219,-8.661,-2.155
a7220,-8.816,-2.214
a7221,-8.733,-2.036
a7222,-8.608,-1.705
a7223,-8.414,-1.685
a7224,-8.523,-1.654
a7225,-8.597,-1.623
a7226,-8.573,-1.613
a7227,-8.587,-1.658
a7228,-8.794,-1.647
a7230,-8.862,-1.863
a7232,-8.707,-2.039
a7233,-8.735,-1.894
a7234,-8.806,-1.766
a7237,-8.628,-2.008
a7239,-8.661,-1.845
a724,-8.081,-1.888
a7240,-8.986,-1.889
a7242,-9.07,-1.943
a7243,-8.714,-2.147
a7244,-8.796,-2.187
a7245,-8.711,-1.995
a7246,-8.416,-1.68
a7247,-8.378,-1.635
a7248,-8.393,-1.599
a7249,-8.369,-1.59
a7251,-8.411,-1.684
a7252,-8.629,-1.749
a7253,-8.629,-1.838
a7255,-8.499,-2.015
a7256,-8.512,-1.869
a7258,-8.615,-1.735
a7259,-8.596,-1.815
a7260,-8.434,-1.984
a7261,-8.517,-2.016
a7262,-8.449,-1.823
a7264,-8.804,-1.798
a7265,-8.819,-1.911
a7267,-8.592,-2.163
a7269,-8.807,-1.841
a7270,-8.402,-1.719
a7272,-8.283,-1.688
a7273,-8.463,-1.669
a7274,-8.397,-1.637
a7275,-8.378,-1.628
a7276,-8.392,-1.674
a7277,-8.661,-1.669
a7278,-8.596,-1.741
a7279,-8.676,-1.812
a728,-8.263,-1.773
a7280,-8.669,-1.815
a7281,-8.658,-1.932
a7282,-8.497,-2.05
a7284,-8.601,-1.768
a7285,-8.566,-1.714
a7286,-8.753,-1.848
a7287,-8.684,-1.832
a7288,-8.448,-2.019
a7289,-8.521,-2.049
a729,-8.4,-2.193
a7290,-8.464,-1.808
a7291,-8.872,-1.862
a7292,-8.821,-1.804
a7293,-8.916,-1.908
a7294,-8.923,-1.921
a7295,-8.521,-2.153
a7296,-8.584,-2.198
a7297,-8.529,-2.004
a7298,-8.451,-1.703
a7299,-8.409,-1.655
a730,-8.397,-2.036
a7300,-8.491,-1.593
a7301,-8.415,-1.613
a7304,-8.331,-1.679
a7305,-8.761,-1.829
a7306,-8.663,-1.855
a7307,-8.653,-1.929
a7309,-8.564,-1.889
a731,-8.421,-1.914
a7310,-8.732,-1.839
a7312,-8.659,-1.768
a7313,-8.645,-1.829
a7314,-8.436,-1.996
a7315,-8.554,-2.035
a7316,-8.49,-1.847
a7318,-8.703,-1.759
a7319,-8.912,-1.795
a732,-8.513,-2.003
a7320,-8.859,-1.925
a7321,-8.57,-2.106
a7322,-8.636,-2.182
a7323,-8.558,-1.991
a7324,-8.75,-1.679
a7325,-8.86,-1.88
a7326,-8.669,-1.732
a7328,-8.349,-1.708
a7329,-8.563,-1.678
a7330,-8.575,-1.622
a7333,-8.873,-1.803
a7334,-8.8,-1.78
a7335,-8.791,-1.685
a7336,-8.71,-1.782
a7337,-8.561,-1.94
a7338,-8.793,-2.012
a7339,-8.749,-1.904
a7340,-8.861,-1.789
a7341,-8.795,-1.825
a7342,-8.57,-1.709
a7343,-8.797,-1.647
a7344,-8.448,-2.014
a7345,-8.796,-2.06
a7346,-8.709,-1.862
a7347,-8.989,-1.849
a7348,-8.95,-1.888
a7349,-8.736,-1.702
a735,-8.116,-2.108
a7350,-8.867,-1.955
a7351,-8.54,-2.163
a7352,-8.844,-2.203
a7353,-8.759,-2.013
a7355,-8.304,-1.73
a7356,-8.437,-1.766
a7357,-8.565,-1.743
a7358,-8.462,-1.729
a7359,-8.396,-1.679
a736,-8.404,-2.189
a7361,-8.309,-1.703
a7362,-8.486,-1.68
a7363,-8.558,-1.821
a7364,-8.608,-1.813
a7365,-8.683,-1.799
a7366,-8.612,-1.886
a7368,-8.432,-2.076
a7369,-8.435,-1.931
a737,-8.356,-1.99
a7370,-8.525,-1.777
a7371,-8.526,-1.83
a7372,-8.659,-1.828
a7373,-8.627,-1.842
a7374,-8.788,-1.683
a7377,-8.435,-1.891
a7378,-8.622,-1.798
a7379,-8.694,-1.904
a738,-8.504,-1.784
a7380,-8.838,-1.744
a7382,-8.944,-1.792
a7383,-8.55,-2.203
a7386,-8.665,-1.606
a7387,-8.619,-1.555
a7388,-8.711,-1.609
a7389,-8.613,-1.475
a739,-8.544,-1.976
a7390,-8.592,-1.543
a7391,-8.646,-1.594
a7393,-8.85,-1.792
a7394,-8.776,-1.605
a7395,-9.003,-1.808
a7396,-8.855,-1.911
a7397,-8.863,-1.823
a7398,-8.829,-1.722
a7399,-8.878,-1.834
a74,-8.435,-1.692
a740,-8.443,-1.868
a7400,-8.818,-1.59
a7402,-8.897,-1.957
a7403,-8.819,-1.785
a7404,-8.882,-1.771
a7406,-8.908,-1.643
a7407,-9.116,-1.97
a7408,-9.01,-2.102
a7409,-8.908,-1.925
a741,-8.515,-1.997
a7411,-8.856,-1.754
a7412,-8.924,-1.799
a7413,-8.869,-1.757
a7414,-8.809,-1.72
a7416,-8.958,-1.828
a7417,-9.038,-1.903
a7418,-9.062,-1.862
a742,-8.224,-2.108
a7420,-9.115,-2.086
a7421,-9.069,-1.993
a7422,-9.025,-1.907
a7423,-9.09,-1.924
a7426,-9.189,-2.132
a7427,-9.039,-1.949
a7429,-9.226,-2.012
a743,-8.479,-2.338
a7431,-9.263,-2.268
a7436,-8.775,-1.667
a7437,-8.74,-1.579
a7438,-8.703,-1.626
a7439,-8.765,-1.668
a744,-8.414,-2.156
a7441,-8.976,-1.836
a7442,-8.955,-1.801
a7443,-9.1,-1.891
a7444,-8.985,-1.986
a7445,-8.99,-1.903
a7446,-8.972,-1.795
a7447,-8.972,-1.819
a7448,-8.988,-1.821
a7449,-9.091,-1.98
a7450,-9.03,-2.033
a7452,-9.01,-1.869
a7454,-9.118,-1.936
a7455,-9.229,-2.06
a7456,-9.141,-2.185
a7457,-9.037,-1.996
a7458,-8.311,-1.56
a7459,-8.115,-1.72
a746,-8.812,-2.025
a7462,-8.16,-1.543
a7463,-8.161,-1.674
a7464,-8.075,-1.656
a7466,-8.572,-1.764
a7467,-8.321,-1.823
a7468,-8.414,-1.608
a7469,-8.392,-1.646
a747,-8.685,-1.986
a7470,-8.38,-1.848
a7471,-8.332,-1.814
a7472,-8.196,-1.958
a7473,-8.41,-1.713
a7474,-8.402,-1.606
a7475,-8.498,-1.676
a7476,-8.584,-1.676
a7477,-8.534,-1.545
a7478,-8.34,-1.919
a7479,-8.458,-1.91
a7480,-8.357,-1.707
a7481,-8.367,-1.417
a7483,-8.773,-1.843
a7484,-8.635,-1.706
a7485,-8.477,-1.401
a7486,-8.164,-1.912
a7487,-8.399,-2
a7488,-8.319,-1.846
a7489,-8.385,-1.49
a749,-8.358,-2.246
a7490,-8.223,-1.715
a7491,-7.998,-1.711
a7492,-8.061,-1.674
a7493,-8.234,-1.649
a7494,-8.217,-1.647
a7495,-8.232,-1.693
a7496,-8.169,-1.775
a7498,-8.425,-1.833
a75,-8.396,-1.723
a750,-7.917,-1.718
a7500,-8.445,-1.865
a7501,-8.473,-1.93
a7502,-8.354,-2.008
a7503,-8.106,-1.93
a7505,-8.288,-1.784
a7506,-8.389,-1.774
a7507,-8.395,-1.763
a7508,-8.501,-1.878
a7509,-8.314,-2.02
a751,-7.889,-1.637
a7510,-8.363,-2.062
a7511,-8.035,-1.884
a7512,-8.518,-1.621
a7513,-8.067,-1.866
a7514,-8.499,-1.854
a7515,-8.616,-1.909
a7516,-8.728,-1.973
a7517,-8.426,-2.132
a7519,-8.343,-2.01
a7520,-8.638,-1.644
a7521,-8.467,-1.875
a7522,-8.64,-1.721
a7523,-8.624,-1.693
a7524,-8.603,-1.698
a7525,-8.844,-1.637
a7527,-8.623,-1.637
a7529,-8.537,-1.735
a753,-7.999,-1.716
a7530,-8.586,-1.709
a7531,-8.654,-1.724
a7532,-8.712,-1.805
a7533,-8.701,-1.759
a7534,-8.708,-1.841
a7536,-8.777,-1.928
a7537,-8.728,-2.002
a7538,-8.729,-1.916
a7539,-8.775,-1.852
a7540,-8.818,-1.806
a7541,-8.706,-1.597
a7542,-8.654,-1.657
a7543,-8.716,-1.781
a7544,-8.798,-1.82
a7545,-8.788,-1.632
a7546,-8.681,-1.97
a7547,-8.722,-2.051
a7548,-8.596,-1.855
a7549,-8.746,-1.662
a755,-8.035,-1.759
a7550,-8.906,-1.79
a7551,-8.865,-1.763
a7552,-8.852,-1.824
a7553,-8.918,-1.917
a7554,-8.892,-1.928
a7555,-8.948,-1.676
a7557,-8.778,-2.189
a7559,-8.828,-1.76
a7560,-8.987,-1.83
a7561,-8.905,-1.747
a7562,-8.47,-1.739
a7564,-8.551,-1.7
a7565,-8.529,-1.728
a7566,-8.453,-1.719
a7567,-8.496,-1.724
a7568,-8.627,-1.662
a7569,-8.523,-1.583
a757,-8.037,-1.639
a7570,-8.46,-1.654
a7571,-8.478,-1.701
a7573,-8.653,-1.836
a7575,-8.742,-1.62
a7576,-8.806,-1.774
a7577,-8.634,-1.597
a758,-8.065,-1.679
a7580,-8.606,-2.019
a7581,-8.608,-1.936
a7582,-8.673,-1.817
a7584,-8.656,-1.826
a7585,-8.767,-1.666
a7586,-8.64,-1.829
a7587,-8.647,-1.784
a7588,-8.858,-1.702
a7589,-8.563,-1.979
a759,-8.236,-1.886
a7590,-8.618,-2.062
a7591,-8.563,-1.895
a7593,-8.91,-1.91
a7594,-8.824,-1.853
a7595,-8.757,-1.819
a7596,-8.782,-1.902
a7598,-8.841,-1.658
a76,-8.361,-1.801
a7600,-8.698,-2.213
a7602,-8.412,-1.659
a7603,-8.57,-1.725
a7604,-8.427,-1.629
a7607,-8.406,-1.538
a761,-8.147,-1.776
a7610,-8.528,-1.746
a7613,-8.509,-1.756
a7615,-8.596,-1.853
a7618,-8.384,-1.579
a7619,-8.651,-1.685
a7621,-8.558,-1.757
a7626,-8.723,-1.772
a7627,-8.613,-1.667
a7628,-8.77,-1.714
a7629,-8.795,-1.833
a763,-8.215,-1.804
a7630,-8.757,-1.724
a7633,-8.557,-1.961
a7635,-8.687,-1.766
a7640,-8.289,-1.657
a7642,-8.67,-1.796
a7643,-8.857,-1.837
a7645,-8.527,-1.831
a7646,-8.591,-1.736
a7647,-8.463,-1.974
a765,-8.276,-1.898
a7650,-8.412,-1.782
a7653,-8.764,-1.873
a7654,-8.724,-1.724
a7655,-8.317,-2.031
a7657,-8.375,-1.886
a766,-8.192,-2.022
a7660,-8.765,-1.74
a7661,-8.774,-1.963
a7662,-8.841,-1.815
a7665,-8.388,-2.029
a7667,-8.599,-1.744
a7668,-8.56,-1.655
a7669,-8.471,-1.644
a767,-8.213,-1.888
a7674,-8.66,-1.769
a7675,-8.82,-1.85
a7676,-8.823,-1.602
a7677,-8.527,-1.765
a7679,-8.633,-1.849
a768,-8.317,-1.784
a7681,-8.488,-1.896
a7683,-8.499,-1.744
a7687,-8.523,-1.946
a7689,-8.49,-1.845
a769,-8.377,-1.867
a7690,-8.848,-1.894
a7691,-8.627,-1.715
a7692,-8.831,-1.787
a7695,-8.539,-2.06
a7698,-8.551,-1.743
a77,-8.388,-1.704
a770,-8.222,-1.818
a7702,-8.19,-1.549
a7703,-8.216,-1.589
a7704,-8.474,-1.815
a7705,-8.426,-1.753
a7706,-8.37,-1.601
a7708,-8.344,-1.924
a771,-8.272,-1.831
a7710,-8.569,-1.693
a7711,-8.693,-1.838
a7712,-8.757,-1.686
a7715,-8.554,-1.86
a7717,-8.843,-1.945
a7718,-8.592,-1.697
a7719,-8.39,-2.025
a772,-8.257,-1.838
a7720,-8.44,-2.118
a7722,-8.277,-1.785
a7723,-8.261,-1.76
a7724,-8.502,-1.726
a7725,-8.236,-1.702
a7728,-8.558,-1.906
a7729,-8.563,-1.882
a773,-8.332,-1.549
a7730,-8.477,-1.705
a7731,-8.462,-1.992
a7732,-8.404,-2.11
a7733,-8.409,-2.018
a7734,-8.548,-1.864
a7735,-8.551,-1.884
a7736,-8.762,-1.76
a7737,-8.323,-2.084
a7738,-8.433,-2.12
a7739,-8.348,-1.978
a774,-8.112,-1.963
a7741,-8.77,-2.005
a7742,-8.712,-1.846
a7743,-8.373,-2.212
a7744,-8.495,-2.31
a7745,-8.414,-2.129
a7746,-8.313,-1.753
a7748,-8.142,-1.504
a7749,-8.29,-1.482
a775,-8.175,-2.058
a7750,-8.231,-1.473
a7751,-8.254,-1.518
a7752,-8.618,-1.805
a7754,-8.466,-1.673
a7755,-8.887,-1.92
a7756,-8.397,-1.856
a7757,-8.368,-1.756
a7759,-8.903,-1.669
a776,-8.111,-1.87
a7761,-8.334,-2.043
a7762,-8.465,-2.089
a7763,-8.411,-1.9
a7764,-8.944,-1.731
a7765,-8.86,-1.948
a7766,-8.699,-1.814
a7767,-8.461,-1.975
a7768,-8.505,-2.051
a7769,-8.413,-1.86
a777,-8.533,-1.923
a7770,-9.028,-1.858
a7771,-8.727,-1.883
a7772,-8.841,-1.853
a7773,-8.832,-1.857
a7774,-8.851,-1.906
a7775,-9.061,-1.911
a7776,-8.956,-2.033
a7777,-9.095,-2.17
a7778,-8.942,-2.198
a7779,-8.972,-2.117
a778,-8.679,-1.954
a7780,-8.891,-1.795
a7781,-8.962,-2.03
a7782,-8.843,-2.222
a7783,-9.282,-2.191
a7788,-9.059,-2.418
a7789,-9,-2.236
a779,-8.469,-1.916
a7790,-8.645,-1.829
a7791,-8.958,-1.828
a7793,-8.895,-1.782
a7794,-8.685,-1.799
a7795,-8.919,-1.962
a7796,-8.917,-1.988
a7797,-8.939,-2.022
a7798,-8.811,-2.114
a7799,-8.82,-2.027
a78,-8.745,-1.76
a780,-8.458,-1.923
a7800,-8.849,-1.891
a7801,-8.95,-1.951
a7803,-8.821,-2.163
a7806,-9.302,-2.083
a7807,-8.828,-2.202
a7808,-9.278,-2.339
a7809,-8.81,-2.132
a781,-8.445,-1.943
a7810,-8.811,-1.953
a7812,-8.665,-1.7
a7813,-8.877,-1.755
a7815,-9.166,-1.988
a7818,-9.131,-2.108
a7819,-8.827,-1.924
a782,-8.559,-1.688
a7820,-8.931,-1.897
a7823,-8.912,-2.255
a7824,-8.869,-2.082
a7825,-9.137,-1.9
a7828,-9.203,-2.3
a7829,-9.168,-2.125
a783,-8.296,-2.121
a7831,-8.85,-1.857
a7832,-8.668,-1.803
a7833,-8.82,-1.813
a7834,-8.845,-1.858
a7836,-8.847,-2.022
a7837,-9.181,-2.078
a7838,-8.714,-2.174
a7839,-8.743,-2.08
a784,-8.266,-2.198
a7841,-9.187,-2.02
a7842,-8.719,-2.164
a7843,-9.109,-2.183
a7844,-8.778,-1.983
a7846,-9.035,-2.118
a7847,-8.799,-2.274
a7848,-8.819,-2.374
a7849,-8.724,-2.194
a785,-8.185,-2.012
a7851,-7.936,-1.708
a7852,-7.743,-1.682
a7853,-7.885,-1.671
a7855,-8.169,-1.912
a7856,-7.879,-1.928
a7857,-8.052,-1.976
a7858,-8.006,-2.036
a786,-8.073,-1.664
a7862,-7.928,-2.036
a7863,-8.084,-2.001
a7864,-7.806,-1.92
a7865,-8.294,-1.785
a7866,-8.115,-1.994
a7867,-8.021,-2.157
a7868,-8.108,-2.228
a7869,-7.851,-2.064
a787,-7.997,-1.674
a7870,-7.885,-1.776
a7871,-7.834,-1.722
a7872,-7.886,-1.691
a7874,-7.745,-1.688
a7875,-7.98,-1.848
a7877,-7.932,-1.92
a7878,-8.002,-2.039
a788,-8.102,-1.669
a7883,-7.879,-2.055
a7886,-8.302,-1.892
a7887,-8.008,-2.158
a7888,-8.087,-2.232
a7889,-7.863,-2.019
a789,-8.126,-1.721
a7890,-8.415,-1.642
a7892,-8.025,-1.717
a7894,-8.035,-1.757
a7896,-8.738,-1.828
a7897,-8.172,-1.869
a7898,-8.687,-1.867
a7899,-8.143,-2.086
a79,-8.559,-1.762
a790,-8.096,-1.649
a7900,-8.138,-1.995
a7903,-8.656,-1.755
a7904,-8.461,-2.013
a7905,-8.571,-1.99
a7906,-8.039,-1.701
a7908,-8.871,-1.863
a7909,-8.373,-2.014
a791,-8.137,-1.607
a7910,-8.572,-2.069
a7913,-8.365,-1.764
a7914,-8.939,-1.764
a7915,-8.97,-1.779
a7919,-9.088,-1.833
a792,-8.196,-1.615
a7920,-9.062,-1.835
a7921,-9.075,-2.013
a7922,-9.203,-2.097
a7923,-9.098,-2.036
a7924,-9.05,-1.933
a7926,-9.218,-2.064
a7927,-9.214,-2.093
a7928,-9.046,-2.002
a7929,-9.179,-2.024
a7931,-9.379,-2.186
a7932,-9.387,-2.246
a7934,-9.046,-1.912
a7935,-9.152,-1.966
a7936,-9.043,-1.923
a7937,-8.996,-1.877
a7938,-9.069,-1.924
a7939,-9.205,-2.05
a794,-8.005,-1.724
a7940,-9.247,-2.033
a7941,-9.328,-2.221
a7942,-9.356,-2.283
a7943,-9.28,-2.157
a7944,-9.228,-2.08
a7945,-9.199,-1.999
a7947,-9.392,-2.282
a7948,-9.24,-2.076
a7949,-9.362,-2.162
a795,-8.377,-1.793
a7950,-9.328,-2.098
a7951,-9.582,-2.432
a7952,-9.573,-2.435
a7953,-9.364,-2.257
a7954,-9.027,-1.864
a7955,-9.043,-1.878
a7956,-8.966,-1.794
a7957,-8.94,-1.843
a7958,-9.008,-1.885
a7959,-9.152,-1.935
a796,-8.451,-1.825
a7960,-9.205,-2.013
a7961,-9.252,-2.162
a7962,-9.277,-2.237
a7963,-9.255,-2.098
a7964,-9.175,-1.966
a7965,-9.236,-2.033
a7966,-9.343,-2.168
a7968,-9.187,-2.03
a7970,-9.354,-2.138
a7971,-9.508,-2.29
a7972,-9.437,-2.391
a7974,-8.949,-1.713
a7975,-8.962,-1.757
a7976,-8.79,-1.614
a7977,-8.804,-1.673
a798,-8.398,-1.755
a7980,-9.018,-1.79
a7981,-9.061,-2.034
a7982,-9.186,-2.088
a7983,-9.106,-1.971
a7985,-9.023,-1.75
a7986,-9.175,-2.019
a7987,-9.2,-2.085
a7989,-9.177,-1.928
a799,-8.371,-1.607
a7990,-9.068,-1.784
a7992,-9.339,-2.238
a7995,-9.108,-1.915
a7996,-8.989,-1.87
a7997,-8.949,-1.831
a7998,-9.025,-1.877
a7999,-9.228,-2.024
a8,-8.579,-1.721
a80,-8.667,-1.741
a800,-8.431,-1.917
a8000,-9.313,-2.113
a8002,-9.272,-2.246
a8004,-9.232,-2.025
a8005,-9.083,-1.873
a8006,-9.353,-2.238
a8008,-9.19,-2.065
a801,-8.321,-2.04
a8011,-9.503,-2.382
a8012,-9.512,-2.393
a8014,-8.987,-1.843
a8015,-9.039,-1.826
a8016,-8.935,-1.783
a8017,-8.91,-1.781
a8018,-8.993,-1.827
a8019,-9.137,-1.912
a802,-8.31,-1.907
a8020,-9.189,-1.963
a8021,-9.133,-2.127
a8022,-9.281,-2.195
a8023,-9.254,-2.052
a8024,-9.16,-1.938
a8025,-9.222,-1.993
a8026,-9.282,-2.109
a8027,-9.307,-2.187
a8028,-9.177,-1.937
a8029,-9.295,-2.057
a803,-8.422,-1.596
a8030,-9.337,-2.099
a8031,-9.426,-2.282
a8032,-9.448,-2.341
a8034,-9.235,-2.001
a8035,-9.122,-1.962
a8036,-9.086,-1.961
a8037,-9.173,-2.005
a8038,-9.389,-2.154
a8039,-9.416,-2.261
a804,-8.48,-1.812
a8040,-9.485,-2.36
a8041,-9.447,-2.221
a8042,-9.368,-2.136
a8043,-9.475,-2.317
a8044,-9.504,-2.351
a8045,-9.383,-2.113
a8046,-9.481,-2.238
a8047,-9.663,-2.448
a8048,-9.691,-2.51
a8049,-9.574,-2.33
a8050,-9.202,-1.932
a8051,-9.121,-1.962
a8052,-9.092,-1.979
a8053,-9.102,-1.92
a8055,-9.42,-2.244
a8056,-9.482,-2.375
a8057,-9.419,-2.265
a8058,-9.323,-2.052
a8059,-9.492,-2.331
a806,-8.384,-1.831
a8060,-9.503,-2.37
a8062,-9.433,-2.163
a8063,-9.669,-2.45
a8064,-9.643,-2.536
a8065,-9.53,-2.367
a8067,-8.764,-1.783
a8068,-8.784,-1.858
a8069,-8.81,-1.903
a807,-8.463,-1.743
a8070,-8.965,-2.051
a8072,-8.943,-2.257
a8074,-9.01,-2.059
a8075,-8.904,-2.186
a8076,-8.954,-2.253
a8077,-8.854,-2.09
a8078,-9.202,-2.174
a8079,-8.981,-2.292
a808,-8.369,-1.625
a8080,-9.038,-2.407
a8084,-8.55,-1.812
a8085,-8.675,-1.689
a8088,-8.778,-1.777
a809,-8.199,-1.991
a8090,-8.815,-1.636
a8092,-8.862,-2.051
a8095,-8.976,-1.83
