Filename,PM7 HOMO(eV),PM7 LUMO(eV)
s14885,-8.401,-0.932
s14886,-8.555,-1.871
s14888,-8.439,-1.132
s14889,-8.569,-1.849
s14890,-8.498,-0.992
s14891,-8.426,-0.945
s14892,-8.177,-0.878
s14894,-8.122,-0.905
s14895,-7.325,-0.721
s14896,-8.491,-1.157
s14897,-8.192,-1.113
s14898,-8.406,-1.03
s14899,-7.524,-0.993
s149,-8.678,-0.603
s14900,-8.473,-1.127
s14901,-8.173,-0.999
s14902,-7.212,-0.899
s14903,-8.043,-0.995
s14904,-8.431,-2.053
s14905,-7.939,-1.393
s14910,-8.398,-1.173
s14911,-8.57,-1.291
s14912,-8.663,-1.296
s14914,-8.626,-1.244
s14915,-8.478,-1.185
s14916,-8.377,-1.058
s14918,-8.69,-0.889
s14919,-8.723,-0.833
s1492,-8.607,-1.024
s14920,-8.866,-1.488
s14921,-8.49,-0.828
s14922,-8.557,-0.972
s14923,-8.556,-1.054
s14924,-8.618,-1.041
s14925,-8.574,-0.981
s14926,-8.415,-0.764
s14927,-8.45,-0.868
s14928,-8.365,-0.953
s14929,-8.199,-0.585
s1493,-8.834,-1.182
s14931,-7.582,-0.646
s14932,-8.662,-2.08
s14934,-8.305,-0.84
s14935,-8.515,-1.025
s14936,-8.22,-0.66
s14938,-8.475,-1.218
s14939,-8.263,-1.142
s1494,-8.269,-1.225
s14940,-8.387,-0.956
s14941,-8.372,-1.153
s14942,-7.714,-0.931
s14943,-8.539,-2.053
s14944,-8.503,-0.972
s14945,-8.495,-1.013
s14946,-8.495,-2.015
s14947,-8.512,-0.991
s14948,-8.422,-0.954
s14949,-8.456,-1.175
s14950,-8.143,-0.68
s14951,-8.168,-1.198
s14952,-8.586,-1.36
s14953,-7.447,-0.923
s14955,-8.679,-1.472
s14956,-8.69,-2.264
s14957,-8.212,-1.527
s14958,-8.494,-2.114
s14959,-8.487,-1.614
s1496,-8.077,-1.102
s14960,-8.221,-0.803
s14961,-8.007,-1.797
s14962,-8.552,-1.874
s14964,-8.395,-1.778
s14965,-8.275,-0.714
s14967,-8.445,-0.708
s14968,-8.48,-1.199
s14969,-8.415,-0.812
s1497,-9.469,-2.414
s14970,-8.524,-1.117
s14971,-8.578,-0.859
s14974,-8.47,-0.799
s14975,-8.793,-1.087
s14978,-8.778,-1.157
s1498,-9.173,-2.265
s14980,-8.057,-0.72
s14981,-8.563,-0.866
s14982,-8.355,-1.622
s14983,-8.429,-1.529
s14984,-8.696,-1.062
s14985,-8.584,-1.15
s14986,-7.293,-0.784
s14987,-8.886,-1.478
s14988,-8.769,-1.552
s14989,-7.992,-0.866
s1499,-8.434,-1.239
s14990,-7.986,-0.819
s14993,-8.332,-1.179
s14994,-8.284,-1.538
s14995,-8.377,-0.12
s14996,-8.415,-0.348
s14997,-8.377,-0.194
s14999,-8.918,-1.64
s15,-9.616,-1.923
s150,-8.392,-1.172
s1500,-8.005,-1.332
s15000,-8.581,-1.183
s15001,-8.533,-1.776
s15003,-8.317,-0.58
s15004,-8.6,-0.469
s15005,-8.455,-1.46
s15006,-8.34,-0.549
s15007,-8.33,-1.599
s15008,-8.4,-0.351
s15009,-8.48,-1.487
s1501,-8.036,-1.292
s15012,-8.036,-1.03
s15013,-8.795,-1.262
s15020,-8.631,-1.106
s15022,-8.734,-1.362
s15023,-8.092,-1.091
s15024,-7.951,-1.123
s15025,-8.794,-1.29
s15026,-8.348,-1.65
s15027,-8.365,-1.79
s15028,-8.284,-1.492
s15029,-8.302,-1.479
s1503,-8.107,-1.192
s15030,-8.061,-1.385
s15032,-8.134,-1.319
s15033,-8.268,-1.426
s15034,-8.169,-1.308
s15035,-8.299,-1.471
s15036,-8.501,-2.112
s15037,-8.248,-1.418
s1504,-8.105,-1.24
s15040,-8.751,-1.239
s15041,-8.03,-0.913
s15043,-8.186,-0.673
s15045,-8.585,-1.131
s15046,-8.467,-1.181
s15047,-8.015,-0.735
s15048,-8.392,-0.851
s15049,-8.032,-0.77
s1505,-9.827,-1.737
s15050,-8.034,-0.765
s15051,-7.941,-0.856
s15052,-8.087,-1.132
s15053,-8.342,-1.225
s15054,-8.054,-0.989
s15056,-8.403,-1.324
s15059,-9.043,-1.971
s1506,-9.8,-1.602
s15061,-7.796,-1.336
s15063,-7.738,-1.364
s15064,-8.001,-1.459
s15069,-8.846,-2.011
s1507,-9.791,-1.504
s15070,-8.238,-1.676
s15073,-8.277,-1.523
s15074,-8.121,-1.147
s15075,-8.311,-1.503
s15076,-8.149,-1.28
s15077,-8.175,-1.511
s15078,-8.185,-1.348
s1508,-9.846,-1.577
s15081,-8.178,-1.485
s15082,-8.661,-1.802
s15083,-8.146,-1.304
s15084,-8.042,-1.348
s15086,-8.733,-1.8
s15087,-8.133,-1.364
s15088,-8.554,-2.16
s15089,-8.183,-2.114
s1509,-8.695,-2.191
s15091,-8.483,-0.119
s15092,-8.499,-0.313
s15093,-8.375,-0.515
s15094,-8.464,-0.005
s15095,-9.12,-1.74
s15096,-8.826,-1.419
s15097,-8.843,-1.932
s151,-8.743,-1.781
s1510,-8.561,-2.17
s15100,-7.407,-0.873
s15101,-8.61,-0.862
s15102,-8.046,-0.752
s15104,-8.741,-1.193
s15105,-8.814,-1.23
s15106,-8.633,-0.873
s15107,-8.648,-1.12
s15108,-8.672,-1.285
s15109,-8.082,-0.935
s1511,-8.57,-2.336
s15110,-8.066,-0.889
s15111,-8.281,-0.693
s15113,-8.675,-0.849
s15114,-8.048,-0.766
s15115,-8.581,-0.942
s15116,-8.731,-1.2
s15117,-8.85,-1.273
s15118,-8.681,-0.917
s15119,-8.663,-1.194
s1512,-8.462,-2.117
s15121,-8.035,-1.037
s15122,-8.041,-1.015
s15123,-8.22,-0.664
s15124,-7.439,-0.77
s15125,-8.524,-0.762
s15126,-8.168,-0.736
s15127,-8.454,-0.784
s15128,-8.645,-1.378
s15129,-8.709,-1.392
s15130,-8.522,-0.825
s15131,-8.607,-1.306
s15132,-8.529,-1.441
s15133,-8.187,-0.829
s15135,-8.901,-1.861
s15136,-8.852,-2.014
s15137,-8.889,-1.912
s15138,-8.812,-1.97
s1514,-8.308,-2.187
s15140,-8.931,-1.964
s15148,-9.872,-2.072
s15149,-7.765,-1.034
s1515,-8.262,-1.44
s15150,-7.82,-0.881
s15151,-8.899,-1.123
s15152,-8.432,-1.436
s15153,-8.178,-0.685
s15154,-8.066,-0.826
s15155,-8.504,-1.537
s15157,-8.547,-1.495
s15158,-8.009,-0.874
s15159,-8.211,-0.765
s1516,-8.01,-0.938
s15161,-8.177,-0.621
s15162,-8.947,-1.274
s15163,-8.99,-1.265
s15168,-8.707,-1.64
s15169,-8.616,-1.446
s15170,-8.632,-1.425
s15171,-8.574,-1.666
s15173,-8.608,-1.732
s15175,-8.333,-1.59
s15177,-8.418,-1.918
s15178,-8.195,-1.006
s15179,-8.326,-0.971
s15180,-8.925,-1.455
s15181,-8.66,-1.734
s15182,-8.412,-0.673
s15183,-8.365,-0.836
s15184,-8.732,-1.765
s15186,-8.65,-1.737
s15187,-8.283,-0.919
s15188,-8.398,-0.72
s1519,-8.275,-1.133
s15190,-8.401,-0.805
s15191,-8.962,-1.508
s15192,-9.03,-1.434
s15193,-9.056,-1.514
s15195,-8.195,-0.902
s15196,-8.187,-0.787
s15197,-8.914,-1.501
s15198,-8.654,-1.764
s152,-8.735,-2.035
s15200,-8.375,-0.827
s15201,-8.657,-1.889
s15203,-8.712,-1.767
s15204,-8.303,-0.9
s15205,-8.429,-0.725
s15208,-8.971,-1.497
s15209,-8.98,-1.488
s15210,-9.027,-1.524
s15211,-8.752,-1.625
s15213,-8.466,-0.674
s15214,-8.795,-1.65
s15215,-8.708,-1.9
s15216,-8.421,-0.643
s15217,-8.544,-0.992
s15218,-8.72,-1.937
s1522,-8.479,-1.16
s15220,-8.772,-1.961
s15222,-8.438,-0.708
s15223,-8.526,-0.627
s15224,-8.463,-0.713
s15225,-8.925,-1.633
s15226,-8.913,-1.646
s15227,-8.938,-1.689
s15228,-8.627,-1.686
s1523,-8.291,-1.1
s15232,-8.475,-1.577
s15233,-8.48,-1.878
s15234,-8.574,-1.687
s15235,-8.64,-1.73
s15237,-8.43,-2.045
s15238,-8.265,-2.043
s15239,-8.043,-0.993
s15240,-8.619,-2.172
s15243,-8.314,-0.478
s15244,-8.694,-0.353
s15246,-9.002,-1.374
s15247,-8.903,-2.344
s15248,-8.943,-2.303
s15249,-9.023,-2.212
s1525,-8.402,-1.035
s15251,-8.793,-2.049
s15252,-8.758,-1.84
s15253,-7.88,-1.373
s15254,-7.812,-1.53
s15255,-7.859,-1.463
s15256,-8.375,-0.944
s15257,-8.501,-0.613
s15258,-8.527,-0.773
s15259,-8.087,-1.455
s1526,-8.165,-1.098
s15260,-8.087,-1.746
s15261,-8.102,-1.573
s15262,-8.222,-1.402
s15264,-8.258,-1.526
s15266,-7.408,-0.565
s15267,-7.408,-0.404
s15268,-7.469,-0.39
s15269,-7.647,-1.042
s15270,-7.545,-1.084
s15271,-8.017,-1.534
s15273,-7.963,-1.5
s15276,-7.959,-0.335
s15277,-7.998,-0.364
s15278,-7.927,-0.68
s15279,-7.602,-0.51
s1528,-8.179,-1.505
s15280,-8.161,-1.251
s15281,-8.166,-0.995
s15282,-8.317,-1.201
s15283,-7.902,-1.119
s15284,-8.233,-1.21
s15289,-7.967,-0.828
s1529,-8.196,-1.538
s15291,-8.033,-0.76
s15293,-7.617,-0.666
s15296,-7.733,-1.075
s15299,-8.204,-1.32
s153,-8.311,-1.659
s1530,-8.275,-1.665
s15300,-8.159,-1.156
s15301,-7.701,-0.549
s15302,-7.682,-0.52
s15303,-7.592,-0.351
s15304,-7.605,-0.39
s15305,-7.574,-0.315
s15306,-7.61,-0.354
s15307,-7.783,-0.88
s15308,-7.784,-0.894
s15309,-7.644,-0.338
s1531,-8.061,-1.127
s15311,-7.617,-0.29
s15312,-7.672,-0.331
s15313,-7.818,-0.876
s15314,-7.812,-0.856
s15315,-7.624,-0.329
s15316,-7.639,-0.355
s15317,-7.582,-0.306
s15318,-7.65,-0.352
s1532,-7.967,-1.099
s15320,-7.805,-0.821
s15321,-7.534,-0.275
s15322,-7.544,-0.317
s15323,-7.513,-0.186
s15324,-7.537,-0.236
s15325,-7.677,-1.012
s15326,-7.672,-0.928
s15327,-8.117,-1.057
s15328,-8.027,-1.007
s15329,-8.116,-1.034
s1533,-8.135,-1.213
s15330,-8.621,-1.133
s15331,-8.505,-1.161
s15332,-8.576,-1.154
s15333,-8.106,-1.073
s15334,-8.134,-1.009
s15335,-8.195,-1.004
s15336,-7.874,-0.279
s15337,-8.277,-0.488
s15338,-8.112,-0.805
s15339,-7.731,-0.628
s1534,-7.936,-0.936
s15340,-7.622,-0.803
s15341,-8.13,-0.778
s15342,-7.99,-0.872
s15344,-7.643,-0.547
s15346,-7.677,-0.589
s15348,-7.745,-0.649
s15349,-8.025,-1.444
s1535,-8.22,-1.477
s15350,-8.077,-1.328
s15351,-8.091,-1.347
s15352,-7.827,-1.394
s15353,-8.485,-0.955
s15354,-7.668,-0.664
s15355,-8.167,-1.189
s15356,-8.141,-1.023
s15357,-8.255,-0.889
s15358,-8.113,-1.239
s15359,-7.785,-1.053
s1536,-8.764,-1.575
s15360,-8.263,-1.022
s15361,-8.121,-0.621
s15362,-7.558,-1.229
s15363,-8.276,-1.823
s15364,-7.93,-1.092
s15366,-8.25,-1.461
s15367,-7.931,-1.05
s15368,-7.952,-1.58
s15369,-7.678,-1.066
s1537,-9.188,-1.714
s15373,-7.985,-0.656
s15374,-7.609,-0.569
s15375,-8.101,-1.586
s15376,-8.219,-1.266
s15377,-7.997,-0.57
s15379,-7.666,-1.114
s1538,-9.359,-1.829
s15380,-8.423,-2.82
s15381,-8.103,-2.114
s15383,-8.007,-1.238
s15384,-7.811,-0.433
s15386,-7.451,-0.718
s15387,-8.346,-0.997
s15388,-8.135,-1.064
s15389,-8.353,-1.717
s1539,-9.301,-1.859
s15390,-7.926,-1.541
s15391,-7.854,-1.007
s15392,-8.292,-1.719
s15396,-8.831,-1.581
s15397,-7.587,-0.765
s15398,-8.596,-1.336
s15399,-7.64,-0.766
s154,-8.25,-1.631
s1540,-9.188,-1.806
s15400,-8.044,-0.961
s15402,-8.176,-1.842
s15403,-8.733,-1.963
s15404,-8.217,-1.835
s15405,-8.123,-1.174
s15406,-8.076,-1.827
s15407,-7.992,-1.295
s1541,-8.437,-1.76
s15410,-7.806,-1.325
s15411,-7.688,-0.856
s15412,-8.069,-1.052
s15413,-8.156,-0.893
s15414,-8.411,-1.372
s15415,-8.786,-1.81
s15417,-8.662,-1.916
s15418,-8.17,-0.661
s1542,-8.514,-1.404
s15420,-7.843,-1.275
s15421,-7.943,-1.73
s15422,-8.229,-1.715
s15423,-7.9,-1.194
s15425,-7.629,-1.817
s15426,-8.182,-1.701
s15428,-7.513,-0.48
s15429,-8.036,-1.173
s15430,-7.817,-1.019
s15432,-7.992,-0.397
s15433,-8.119,-0.832
s15434,-8.408,-1.153
s15436,-8.171,-0.991
s15437,-7.667,-0.705
s15439,-7.921,-1.609
s1544,-8.809,-1.684
s15440,-8.098,-1.702
s15441,-8.093,-1.116
s15443,-7.536,-0.489
s15444,-7.888,-1.109
s15445,-7.958,-0.985
s15447,-7.832,-0.848
s15448,-7.653,-0.663
s15449,-8.36,-1.729
s1545,-8.995,-1.734
s15450,-8.065,-0.72
s15454,-7.832,-1.05
s15455,-8.051,-1.299
s15459,-8.091,-1.123
s1546,-8.902,-1.805
s15460,-8.336,-1.027
s15461,-7.782,-0.753
s15462,-7.922,-0.703
s15463,-7.702,-0.614
s15465,-8.797,-2.967
s15469,-8.372,-1.779
s1547,-8.459,-0.903
s15471,-7.509,-0.705
s15472,-7.935,-1.36
s15473,-7.602,-0.743
s15474,-8.315,-1.743
s15475,-7.627,-1.183
s15476,-7.627,-0.75
s15477,-7.532,-1.034
s15478,-7.523,-1.03
s15479,-7.768,-1.19
s1548,-8.661,-0.972
s15480,-8.54,-1.597
s15481,-8.016,-0.804
s15482,-7.987,-1.635
s15484,-8.197,-1.817
s15486,-8.081,-0.883
s15487,-8.42,-1.096
s15488,-8.491,-1.635
s15489,-7.863,-1.283
s1549,-8.451,-1.087
s15492,-8.29,-1.355
s15493,-8.009,-1.455
s15497,-7.91,-1.615
s15499,-7.8,-0.694
s155,-8.23,-1.033
s15500,-8.372,-1.701
s15501,-7.976,-1.121
s15503,-7.67,-0.58
s15504,-7.496,-0.797
s15505,-8.012,-0.612
s15506,-7.918,-1.364
s15507,-7.835,-1.607
s15508,-7.984,-1.286
s15509,-7.532,-0.847
s1551,-8.309,-1.129
s15510,-8.124,-0.742
s15515,-7.939,-0.873
s15516,-7.98,-1.537
s15517,-7.911,-1.54
s15518,-7.959,-0.715
s1552,-8.739,-1.582
s15521,-8.204,-1.225
s15522,-7.904,-1.081
s15524,-7.588,-0.935
s15525,-8.052,-1.352
s15526,-7.741,-0.94
s15528,-7.886,-1.426
s15529,-7.953,-1.182
s1553,-8.487,-1.193
s15531,-8.178,-1.594
s15536,-7.865,-1.553
s15537,-7.868,-0.811
s15538,-7.651,-0.477
s15539,-7.605,-0.436
s1554,-8.645,-1.346
s15541,-7.549,-0.717
s15542,-7.91,-0.613
s15543,-8.118,-1.067
s15544,-7.923,-1.454
s15545,-7.602,-1.558
s1555,-8.523,-1.272
s15550,-8.04,-0.722
s15551,-7.419,-0.695
s15552,-8.052,-1.054
s15553,-7.95,-1.069
s15554,-8.09,-1.146
s15556,-7.815,-0.766
s15557,-8.008,-1.551
s15558,-7.929,-0.96
s15559,-8.205,-1.274
s15562,-7.786,-1.444
s15563,-7.957,-0.785
s15564,-8.742,-1.37
s15565,-8.085,-1.3
s15566,-8.147,-1.272
s15567,-8.874,-1.328
s15568,-7.799,-0.856
s15570,-7.687,-0.948
s15571,-7.935,-1.224
s15572,-8.17,-1.307
s15573,-8.176,-1.365
s15574,-7.701,-0.933
s15575,-8.696,-1.554
s15576,-7.925,-1.358
s15579,-7.721,-0.916
s1558,-8.485,-1.277
s15581,-8.677,-1.402
s15582,-8.542,-1.493
s15584,-8.507,-1.245
s15585,-8.061,-0.582
s15586,-8.03,-1.595
s15587,-8.25,-0.738
s15588,-7.935,-1.73
s15589,-7.527,-0.614
s1559,-8.19,-1.209
s15591,-8.094,-1.66
s15592,-7.996,-1.03
s15593,-7.831,-0.805
s15594,-8.14,-0.939
s15595,-8.032,-1.55
s15596,-8.544,-2.865
s15598,-7.928,-0.778
s15599,-8.468,-1.604
s156,-8.097,-1.534
s1560,-8.146,-1.288
s15600,-7.849,-1.561
s15601,-8.218,-1.044
s15602,-8.371,-1.46
s15603,-8.737,-1.961
s15604,-7.969,-0.553
s15606,-7.61,-0.497
s15609,-7.959,-0.94
s1561,-9.866,-1.695
s15610,-7.742,-1.374
s15611,-8.041,-1.255
s15612,-8.47,-1.196
s15613,-8.188,-1.361
s15615,-7.447,-0.722
s15616,-8.057,-1.37
s15617,-7.7,-1.602
s15618,-7.9,-1.128
s15619,-8.045,-1.225
s1562,-9.712,-1.615
s15621,-8.507,-1.589
s15622,-8.263,-1.95
s15623,-7.614,-1.167
s15624,-8.224,-1.791
s15626,-8.56,-1.701
s15628,-7.689,-0.964
s15629,-8.106,-1.282
s1563,-9.896,-1.472
s15630,-8.465,-1.768
s15631,-7.877,-1.238
s15632,-8.303,-1.838
s15634,-7.747,-1.226
s15635,-8.174,-0.937
s15636,-7.912,-0.722
s15637,-8.198,-1.048
s15638,-8.506,-1.565
s1564,-9.908,-1.589
s15640,-8.623,-2.42
s15644,-8.083,-1.482
s15645,-9.138,-1.95
s15646,-7.873,-1.16
s15647,-8.516,-1.786
s15649,-8.628,-1.422
s1565,-7.835,-0.68
s15650,-7.773,-1.089
s15651,-7.967,-1.627
s15652,-8.369,-2.342
s15653,-7.76,-1.041
s15654,-7.727,-1.035
s15655,-8.347,-2.031
s15656,-8.595,-1.72
s15657,-7.878,-1.22
s15658,-8.954,-1.841
s15659,-8.042,-0.999
s1566,-7.807,-0.654
s15660,-8.224,-1.655
s15661,-7.828,-1.142
s15662,-7.563,-0.878
s15663,-7.915,-0.925
s15664,-8.359,-1.333
s15665,-7.694,-0.909
s15667,-8.156,-0.886
s15668,-9.049,-1.362
s15669,-7.863,-0.996
s1567,-7.81,-0.706
s15670,-7.974,-0.992
s15671,-8.478,-1.17
s15672,-7.339,-0.649
s15673,-7.517,-0.861
s15674,-7.408,-1.137
s15675,-7.765,-1.004
s15676,-8.715,-1.364
s15677,-8.048,-1.279
s15678,-7.779,-1.26
s15679,-7.435,-0.693
s1568,-8.505,-1.471
s15680,-7.778,-1.293
s15681,-7.737,-1.471
s15682,-8.592,-1.927
s15683,-7.643,-0.866
s15685,-9.507,-2.097
s15686,-8.056,-1.456
s15687,-7.948,-0.939
s15688,-7.952,-0.574
s15689,-7.958,-1.161
s1569,-8.613,-1.354
s15690,-9.602,-1.954
s15691,-7.966,-0.929
s15692,-8.257,-1.643
s15693,-7.958,-0.555
s15694,-8.334,-1.573
s15696,-8.027,-1.439
s15697,-7.809,-1.101
s15698,-8.061,-1.193
s15699,-8.01,-1.377
s157,-8.267,-1.623
s1570,-8.416,-1.399
s15700,-8.008,-1.267
s15701,-8.335,-1.533
s15702,-8.094,-1.846
s15703,-8.413,-1.533
s15704,-8.023,-1.792
s15705,-7.875,-1.663
s15708,-7.823,-1.27
s15709,-8.368,-1.65
s1571,-8.451,-1.385
s15710,-8.128,-1.154
s15711,-8.648,-2.003
s15712,-8.016,-0.619
s15714,-7.647,-0.637
s15716,-8.565,-1.76
s15717,-7.975,-1.057
s15718,-7.554,-0.646
s15719,-7.537,-0.657
s1572,-8.546,-1.465
s15720,-7.507,-0.634
s15721,-7.349,-0.493
s15722,-7.433,-0.658
s15724,-8.821,-1.967
s15725,-8.224,-1.601
s15726,-8.25,-0.65
s15727,-8.379,-0.828
s15728,-8.428,-0.751
s15729,-8.361,-1.469
s15730,-8.292,-1.457
s15731,-8.394,-1.486
s15732,-8.295,-1.399
s15733,-8.256,-1.578
s1574,-8.329,-1.367
s15740,-7.994,-1.601
s15742,-9.208,-1.915
s15743,-9.091,-1.797
s15744,-9.1,-1.909
s15745,-9.039,-1.858
s15746,-9.144,-1.803
s15747,-8.866,-1.751
s15748,-8.979,-1.836
s15749,-8.586,-1.57
s1575,-8.38,-1.364
s15751,-8.239,-1.733
s15754,-8.156,-1.018
s15757,-8.472,-1.76
s15758,-8.854,-1.777
s15759,-8.614,-1.3
s15761,-8.231,-0.833
s15762,-8.059,-1.116
s15763,-8.122,-1.199
s15764,-8.271,-0.914
s15765,-8.165,-1.105
s15766,-8.169,-1.035
s15767,-8.156,-1.167
s15768,-8.145,-1.247
s15769,-8.475,-1.202
s15770,-8.028,-1.507
s15772,-8.12,-1.468
s15774,-7.743,-0.473
s15775,-8.364,-0.462
s15777,-8.391,-0.584
s15778,-8.496,-0.583
s15779,-8.573,-0.902
s15780,-7.995,-0.679
s15782,-8.397,-0.94
s15784,-8.451,-0.663
s15787,-7.963,-0.749
s15789,-8.003,-0.345
s15790,-7.887,-0.401
s15791,-8.074,-0.149
s15792,-7.986,-0.489
s15793,-7.999,-0.533
s15794,-7.919,-0.432
s15795,-7.88,-0.908
s15797,-7.827,-0.385
s15798,-7.765,-0.141
s158,-8.258,-1.635
s15801,-8.208,-0.497
s15802,-8.154,-1.085
s15804,-8.391,-0.734
s15806,-8.143,-0.931
s15807,-8.062,-0.518
s15808,-8.531,-1.282
s15809,-8.262,-1.359
s15811,-8.302,-1.244
s15812,-8.198,-1.264
s15813,-8.104,-0.758
s15814,-8.3,-1.171
s15815,-8.241,-1.245
s15816,-8.24,-1.334
s15817,-8.124,-0.868
s1582,-8.49,-1.506
s15820,-8.004,-0.5
s15822,-8.246,-1.002
s15824,-8.44,-1.139
s15825,-8.257,-0.968
s15826,-8.056,-0.926
s15827,-7.916,-0.714
s15829,-7.993,-0.881
s15831,-8.008,-0.659
s15833,-8.029,-0.723
s15835,-8.08,-0.82
s15837,-8.022,-0.81
s15839,-8.087,-0.781
s1584,-8.457,-1.509
s15842,-8.511,-1.235
s15843,-8.427,-1.505
s15844,-8.523,-1.305
s15845,-8.314,-1.26
s15846,-8.621,-1.15
s15847,-8.619,-1.201
s15848,-8.402,-1.11
s15849,-9.223,-1.503
s1585,-8.522,-1.637
s15850,-8.971,-1.438
s15851,-8.897,-1.71
s15852,-9.222,-1.538
s15853,-9.034,-1.441
s15858,-8.38,-1.369
s15859,-8.256,-0.771
s1586,-8.429,-1.452
s15861,-8.157,-1.217
s15862,-8.166,-1.316
s15863,-8.009,-1.149
s15864,-7.815,-1.271
s15865,-7.453,-0.655
s15867,-8.316,-1.634
s15868,-8.289,-1.56
s15869,-8.72,-1.707
s1587,-8.484,-1.639
s15871,-8.428,-1.705
s15872,-8.282,-1.746
s15875,-8.472,-1.697
s15878,-8.668,-1.034
s15879,-8.67,-1.043
s1588,-8.3,-1.367
s15880,-8.408,-1.316
s15881,-8.793,-1.12
s15882,-7.993,-0.481
s15883,-7.867,-0.294
s15885,-8.269,-1.417
s15886,-7.942,-0.524
s15887,-7.416,-0.448
s15888,-8.357,-1.33
s15889,-7.87,-0.473
s1589,-8.048,-1.422
s15890,-7.919,-0.236
s15891,-7.565,-0.705
s15893,-7.922,-0.757
s15894,-8.04,-0.555
s15895,-8.01,-0.819
s15897,-8.048,-0.363
s15898,-8.073,-0.388
s15899,-8.031,-0.823
s159,-8.203,-0.987
s1590,-7.958,-1.357
s15900,-8.32,-0.823
s15901,-8.142,-0.868
s15902,-8.206,-0.861
s15904,-7.96,-0.413
s15905,-7.91,-0.483
s15906,-7.255,-1.037
s15907,-7.306,-1.056
s1591,-8.31,-1.224
s15910,-7.517,-1.12
s15911,-7.76,-0.865
s15912,-7.994,-0.916
s15913,-7.988,-0.784
s15915,-7.945,-0.219
s15916,-7.884,-0.348
s15918,-7.816,-0.459
s1592,-8.044,-1.184
s15922,-7.604,-0.86
s15923,-7.836,-0.929
s15925,-8.024,-1.105
s15926,-8.124,-0.477
s15927,-8.127,-0.41
s15928,-8.039,-0.316
s1593,-8.091,-1.333
s15930,-8.042,-0.417
s15931,-8.096,-0.597
s15932,-7.776,-0.33
s15933,-8.112,-1.78
s15935,-7.871,-0.499
s15936,-8.216,-1.71
s15937,-7.997,-0.316
s15939,-7.965,-0.361
s1594,-8.501,-0.948
s15940,-7.971,-0.44
s15941,-8.059,-0.371
s15942,-8.009,-0.402
s15943,-7.955,-0.366
s15944,-7.981,-0.476
s15945,-7.899,-0.525
s15946,-7.825,-1.107
s15947,-7.805,-0.694
s15948,-7.355,-0.658
s1595,-8.419,-1.066
s15950,-8.013,-1.001
s15951,-8.412,-1.028
s15952,-8.507,-1.204
s15954,-8.436,-0.896
s15956,-8.216,-1.001
s15957,-7.785,-1.553
s15958,-7.845,-1.571
s15959,-7.648,-1.521
s1596,-8.802,-0.815
s15960,-8.121,-1.228
s15961,-7.987,-1.206
s15963,-8.137,-1.368
s15964,-8.19,-1.347
s15965,-7.966,-1.226
s15967,-7.801,-0.429
s15968,-7.886,-0.576
s15969,-7.997,-0.512
s1597,-7.944,-1.583
s15970,-8.158,-1.003
s15971,-7.987,-0.901
s15972,-8.035,-0.803
s15973,-8.103,-0.871
s15974,-8.023,-2.367
s15975,-8.096,-1.453
s15977,-8.127,-1.319
s15979,-8.082,-1.448
s1598,-7.89,-1.335
s15980,-7.804,-1.309
s15981,-8.114,-1.351
s15985,-8.623,-2.06
s15986,-8.368,-1.883
s1599,-7.941,-1.305
s15990,-8.417,-1.366
s15991,-7.997,-1.047
s15992,-7.973,-0.875
s15993,-8.137,-1.215
s15994,-8.052,-1.073
s15995,-8.071,-0.84
s15997,-8.4,-1.252
s15999,-8.252,-1.3
s16,-9.668,-1.921
s160,-8.071,-1.532
s16000,-8.329,-1.437
s16001,-8.237,-1.444
s16002,-8.352,-1.34
s16004,-8.856,-1.997
s16005,-8.612,-0.761
s16006,-8.604,-0.883
s16007,-9.073,-2.548
s16008,-8.788,-1.05
s16009,-8.725,-0.881
s1601,-7.723,-1.141
s16010,-8.817,-1.205
s16011,-8.889,-1.4
s16012,-9.015,-1.366
s16014,-8.744,-1.315
s16015,-8.313,-1.33
s16016,-9.043,-2.103
s16017,-9.039,-2.071
s16019,-8.146,-0.99
s1602,-7.851,-1.281
s16021,-8.34,-1.217
s16030,-8.317,-1.586
s16031,-8.59,-1.815
s16032,-8.288,-1.518
s16033,-8.609,-1.776
s16034,-7.738,-0.601
s16037,-7.826,-0.714
s16038,-7.888,-0.881
s16039,-9.129,-2.207
s1604,-10.226,-2.021
s16040,-7.862,-0.765
s16042,-8.351,-0.803
s16045,-7.876,-0.942
s16047,-8.043,-1.006
s16048,-8.28,-0.998
s16049,-8.37,-1.111
s1605,-8.445,-1.588
s16050,-8.181,-0.672
s16051,-8.254,-0.909
s16052,-8.096,-0.928
s16053,-8.116,-0.976
s16054,-8.628,-1.447
s16055,-8.656,-1.45
s16057,-8.723,-1.433
s16058,-8.693,-1.325
s16060,-8.58,-1.315
s16061,-8.028,-0.745
s16062,-7.95,-0.58
s16063,-8.285,-1.24
s16064,-7.941,-0.193
s16065,-8.065,-1.273
s16066,-8.189,-1.256
s16067,-7.901,-0.497
s16068,-8.065,-1.123
s16069,-8.163,-1.153
s16072,-8.363,-1.028
s16073,-8.26,-0.94
s16074,-8.627,-1.08
s16075,-8.503,-0.904
s16076,-8.448,-0.998
s16077,-8.329,-1.458
s16078,-8.031,-0.305
s16079,-8.197,-0.381
s16080,-7.681,-0.639
s16081,-7.835,-0.478
s16082,-8.16,-1.556
s16084,-8.1,-1.641
